date,gig_name,keyword,fiverr_status,fiverr_page,fiverr_position,ddg_status,ddg_position
2026-06-29,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-06-29,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-06-29,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-06-29,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-06-29,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-06-29,full-stack,react web app,BLOCKED,,,ERROR,
2026-06-29,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-06-29,full-stack,django website,BLOCKED,,,ERROR,
2026-06-30,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-06-30,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-06-30,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-06-30,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-06-30,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-06-30,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-06-30,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-06-30,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-06-30,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-06-30,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-06-30,full-stack,react web app,BLOCKED,,,ERROR,
2026-06-30,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-06-30,full-stack,django website,BLOCKED,,,ERROR,
2026-07-01,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-01,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-01,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-01,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-01,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-01,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-01,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-01,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-01,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-01,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-01,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-01,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-01,full-stack,django website,BLOCKED,,,ERROR,
2026-07-02,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-02,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-02,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-02,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-02,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-02,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-02,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-02,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-02,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-02,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-02,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-02,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-02,full-stack,django website,BLOCKED,,,ERROR,
2026-07-03,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-03,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-03,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-03,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-03,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-03,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-03,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-03,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-03,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-03,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-03,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-03,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-03,full-stack,django website,BLOCKED,,,ERROR,
2026-07-04,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-04,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-04,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-04,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-04,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-04,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-04,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-04,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-04,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-04,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-04,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-04,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-04,full-stack,django website,BLOCKED,,,ERROR,
2026-07-05,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-05,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-05,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-05,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-05,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-05,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-05,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-05,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-05,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-05,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-05,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-05,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-05,full-stack,django website,BLOCKED,,,ERROR,
2026-07-06,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-06,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-06,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-06,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-06,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-06,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-06,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-06,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-06,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-06,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-06,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-06,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-06,full-stack,django website,BLOCKED,,,ERROR,
2026-07-07,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-07,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-07,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-07,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-07,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-07,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-07,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-07,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-07,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-07,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-07,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-07,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-07,full-stack,django website,BLOCKED,,,ERROR,
2026-07-08,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-08,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-08,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-08,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-08,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-08,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-08,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-08,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-08,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-08,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-08,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-08,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-08,full-stack,django website,BLOCKED,,,ERROR,
2026-07-09,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-09,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-09,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-09,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-09,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-09,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-09,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-09,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-09,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-09,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-09,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-09,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-09,full-stack,django website,BLOCKED,,,ERROR,
2026-07-10,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-10,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-10,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-10,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-10,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-10,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-10,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-10,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-10,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-10,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-10,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-10,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-10,full-stack,django website,BLOCKED,,,ERROR,
2026-07-11,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-11,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-11,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-11,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-11,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-11,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-11,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-11,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-11,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-11,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-11,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-11,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-11,full-stack,django website,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-12,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-12,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-12,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-12,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-12,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-12,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-12,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-12,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-12,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-12,full-stack,django website,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-13,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-13,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-13,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-13,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-13,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-13,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-13,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-13,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-13,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-13,full-stack,django website,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,lovable app,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-14,ai-vibe-coding,ai web app mvp,BLOCKED,,,NOT_FOUND,
2026-07-14,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-14,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-14,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-14,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-14,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-14,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-14,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-14,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-14,full-stack,django website,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-15,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-15,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-15,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-15,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-15,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-15,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-15,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-15,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-15,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-15,full-stack,django website,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-16,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-16,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-16,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-16,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-16,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-16,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-16,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-16,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-16,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-16,full-stack,django website,BLOCKED,,,ERROR,
